player_id,player_name,position,competition_slug,season,match_date,team_a,team_b,player_team,opponent,total_points,attack_points,block_points,serve_points,attack_errors,attack_attempts,attack_success_pct,attack_total_actions,block_errors,block_rebounds,block_efficiency_pct,block_total_actions,serve_errors,serve_attempts,serve_success_pct,serve_total_actions,reception_successful,reception_errors,reception_attempts,reception_success_pct,reception_total_actions,digs,dig_errors,dig_receptions,dig_success_pct,dig_total_actions,set_successful,set_errors,set_attempts,set_success_pct,set_total_actions,participated,source_type,source_url,retrieved_at
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-05-01,Demo United,Italy,Demo United,Italy,13,10,1,2,3,25,40.0,25,1,2,20.0,5,3,17,11.764705882352942,17,7,2,11,58.40547441693335,11,8,1,6,61.76230148549889,11,1,0,4,63.07335107445405,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-05-06,Brazil,Demo United,Demo United,Brazil,12,8,2,2,2,20,40.0,20,2,2,33.333333333333336,6,1,17,11.764705882352942,17,6,0,13,60.982964464322585,13,7,1,9,65.109777837537,14,2,1,2,67.09556922747943,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-05-17,Demo United,Poland,Demo United,Poland,12,10,1,1,3,24,41.666666666666664,24,1,2,20.0,5,0,16,6.25,16,8,0,17,52.01651903439111,17,8,0,9,73.09459808450245,11,3,0,3,62.39982356071535,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-05-27,Japan,Demo United,Demo United,Japan,9,6,2,1,2,13,46.15384615384615,13,1,2,33.333333333333336,6,4,11,9.090909090909092,11,8,0,14,59.075653809737894,14,7,2,13,66.49809741404657,16,1,0,2,66.88152157475386,2,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-06-04,Demo United,Türkiye,Demo United,Türkiye,11,10,0,1,7,24,41.666666666666664,24,1,1,0.0,4,0,18,5.555555555555555,18,13,0,22,55.50785643892189,22,6,1,13,65.0993399721174,12,1,0,3,69.56973959345343,5,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-06-12,USA,Demo United,Demo United,USA,13,12,1,0,2,26,46.15384615384615,26,2,1,20.0,5,3,13,0.0,13,14,1,23,57.7554248431874,23,6,1,9,55.42075965362926,8,2,1,3,69.05089339112094,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-06-23,Demo United,Serbia,Demo United,Serbia,16,12,2,2,1,29,41.37931034482759,29,0,4,33.333333333333336,6,4,20,10.0,20,9,1,15,66.7686657534532,15,5,0,12,61.23776413998287,12,2,1,4,70.72467925521397,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-06-28,China,Demo United,Demo United,China,11,10,1,0,1,21,47.61904761904762,21,1,2,20.0,5,2,14,0.0,14,11,1,18,66.02438864465645,18,7,1,9,65.69747753889855,13,1,0,3,90.13979230027137,5,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-07-08,Demo United,Italy,Demo United,Italy,11,10,0,1,2,24,41.666666666666664,24,0,2,0.0,4,1,19,5.2631578947368425,19,6,0,11,57.43442467448466,11,3,0,16,54.98804193108178,9,4,2,2,67.05400834569575,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-07-14,Brazil,Demo United,Demo United,Brazil,12,8,2,2,1,19,42.10526315789474,19,1,2,33.333333333333336,6,2,14,14.285714285714286,14,7,1,13,64.07629490691897,13,7,1,10,64.0005907516399,10,2,0,5,82.58683921980194,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-07-19,Demo United,Poland,Demo United,Poland,14,9,3,2,4,22,40.90909090909091,22,0,2,42.857142857142854,7,2,10,20.0,10,10,1,18,57.37907039160424,18,6,1,14,46.033390913480915,11,2,1,3,55.94622574017134,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-07-28,Japan,Demo United,Demo United,Japan,13,9,3,1,5,21,42.857142857142854,21,1,4,42.857142857142854,7,3,12,8.333333333333334,12,8,2,13,60.63395895242979,13,9,1,10,59.118033236898064,15,1,1,3,79.36997674773855,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-08-09,Demo United,Türkiye,Demo United,Türkiye,17,14,1,2,4,30,46.666666666666664,30,1,1,20.0,5,2,13,15.384615384615385,13,10,0,20,59.87205682930746,20,9,1,3,66.13056710321182,12,2,1,1,65.27117259847115,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-08-19,USA,Demo United,Demo United,USA,18,14,2,2,3,31,45.16129032258065,31,1,2,33.333333333333336,6,1,17,11.764705882352942,17,10,1,18,60.30036318612097,18,9,0,10,74.37018883361281,10,1,1,4,70.09140844448527,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-08-30,Demo United,Serbia,Demo United,Serbia,19,13,3,3,2,30,43.333333333333336,30,1,3,42.857142857142854,7,0,9,33.333333333333336,9,10,0,20,53.235182259847456,20,8,1,11,54.110638812753436,5,2,0,3,75.61562900977016,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-09-09,China,Demo United,Demo United,China,16,12,3,1,2,28,42.857142857142854,28,1,2,42.857142857142854,7,2,16,6.25,16,11,0,17,50.221166031551434,17,4,0,8,69.24603729809418,11,2,1,4,69.44689652219088,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-09-20,Demo United,Italy,Demo United,Italy,13,11,2,0,5,24,45.833333333333336,24,0,2,33.333333333333336,6,1,14,0.0,14,10,1,17,47.01456504491482,17,9,1,8,56.51173312097217,10,2,0,3,72.89537483143074,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-09-29,Brazil,Demo United,Demo United,Brazil,11,7,3,1,3,19,36.8421052631579,19,2,4,42.857142857142854,7,2,16,6.25,16,8,2,13,52.92603380339592,13,8,1,11,58.16641835835416,7,0,0,3,67.6544673068099,5,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-10-05,Demo United,Poland,Demo United,Poland,14,11,2,1,3,25,44.0,25,2,1,33.333333333333336,6,2,16,6.25,16,12,1,16,66.59928703963703,16,7,1,10,62.80714693185057,10,2,0,4,78.68229603556728,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-10-16,Japan,Demo United,Demo United,Japan,16,12,2,2,1,24,50.0,24,2,3,33.333333333333336,6,1,14,14.285714285714286,14,2,0,6,54.739026952404195,6,12,1,8,67.25556146650214,7,2,0,3,76.32644897352064,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-10-24,Demo United,Türkiye,Demo United,Türkiye,16,10,3,3,3,21,47.61904761904762,21,2,2,42.857142857142854,7,3,12,25.0,12,11,1,19,67.38830813001942,19,6,0,9,67.16633765450197,7,3,0,4,50.845917560796224,2,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-11-02,USA,Demo United,Demo United,USA,11,8,2,1,2,18,44.44444444444444,18,1,3,33.333333333333336,6,2,15,6.666666666666667,15,9,1,15,70.21043981638641,15,7,1,8,56.77416130595514,8,1,0,3,70.40913646841729,2,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-11-09,Demo United,Serbia,Demo United,Serbia,15,12,2,1,3,29,41.37931034482759,29,1,1,33.333333333333336,6,2,16,6.25,16,3,2,8,65.4876999103566,8,6,1,3,55.905566378142666,11,1,1,5,60.587082244565586,2,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-11-15,China,Demo United,Demo United,China,17,14,1,2,2,36,38.888888888888886,36,1,3,20.0,5,2,10,20.0,10,3,1,9,54.534766675866095,9,10,1,8,67.78792127563172,14,2,0,4,61.725535586604806,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-11-27,Demo United,Italy,Demo United,Italy,13,12,1,0,5,29,41.37931034482759,29,1,2,20.0,5,2,16,0.0,16,6,1,12,54.79928591701165,12,6,2,7,47.11053768349357,17,5,0,1,67.51612819043245,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-12-08,Brazil,Demo United,Demo United,Brazil,11,7,2,2,3,13,53.84615384615385,13,1,2,33.333333333333336,6,3,17,11.764705882352942,17,11,1,22,55.65721630322314,22,11,1,15,56.27381511552595,14,2,0,3,79.7001506946528,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-12-18,Demo United,Poland,Demo United,Poland,11,9,1,1,4,21,42.857142857142854,21,1,0,20.0,5,3,10,10.0,10,5,0,8,50.09901873365055,8,9,1,17,66.94132019107457,13,2,1,4,80.01380006852156,2,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2022,2022-12-26,Japan,Demo United,Demo United,Japan,12,8,2,2,3,18,44.44444444444444,18,2,0,33.333333333333336,6,1,14,14.285714285714286,14,8,0,15,52.21816933378717,15,5,1,13,62.28457544166508,9,2,1,2,62.71540092862841,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-01-06,Demo United,Türkiye,Demo United,Türkiye,13,10,1,2,1,21,47.61904761904762,21,0,3,20.0,5,2,15,13.333333333333334,15,7,1,13,64.76811314409582,13,2,0,7,74.2282520670423,13,3,0,2,73.58250973378168,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-01-15,USA,Demo United,Demo United,USA,12,9,2,1,0,22,40.90909090909091,22,2,3,33.333333333333336,6,1,17,5.882352941176471,17,3,1,8,63.58502935810318,8,11,1,9,57.74808564890596,12,2,0,5,84.28134721657705,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-01-23,Demo United,Serbia,Demo United,Serbia,14,11,2,1,4,28,39.285714285714285,28,1,0,33.333333333333336,6,2,17,5.882352941176471,17,9,0,17,68.09089971580494,17,10,2,11,73.4543758466686,12,2,0,3,70.48308742739533,2,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-01-31,China,Demo United,Demo United,China,14,9,3,2,3,21,42.857142857142854,21,0,2,42.857142857142854,7,1,16,12.5,16,7,1,14,60.34758795959941,14,3,1,13,71.41456617227425,15,2,0,2,72.75683923800285,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-02-06,Demo United,Italy,Demo United,Italy,16,14,2,0,2,32,43.75,32,1,1,33.333333333333336,6,1,16,0.0,16,8,1,13,59.464626333870115,13,8,0,9,74.06443857941524,9,0,0,3,70.2473382242616,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-02-11,Brazil,Demo United,Demo United,Brazil,10,5,2,3,2,9,55.55555555555556,9,1,3,33.333333333333336,6,4,14,21.428571428571427,14,6,3,11,58.213458861907746,11,11,1,10,66.55832130849984,22,3,0,4,67.10533970332527,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-02-20,Demo United,Poland,Demo United,Poland,17,13,2,2,4,31,41.935483870967744,31,0,1,33.333333333333336,6,2,16,12.5,16,4,0,6,62.98619114600785,6,4,1,8,63.673889107624625,13,1,1,3,54.86442997350471,1,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-03-04,Japan,Demo United,Demo United,Japan,15,11,2,2,1,26,42.30769230769231,26,0,2,33.333333333333336,6,3,18,11.11111111111111,18,5,0,10,47.77604282433775,10,5,1,9,64.27006786086642,11,3,0,2,73.8310043081637,1,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-03-09,Demo United,Türkiye,Demo United,Türkiye,17,12,2,3,1,27,44.44444444444444,27,1,1,33.333333333333336,6,1,21,14.285714285714286,21,8,1,13,54.26699379847445,13,9,2,14,67.70589384988006,16,0,0,2,70.95380688901913,2,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-03-20,USA,Demo United,Demo United,USA,19,15,2,2,4,34,44.11764705882353,34,2,4,33.333333333333336,6,2,15,13.333333333333334,15,9,0,14,57.47273954550628,14,9,2,11,70.20475771697566,13,3,1,3,72.6867300554642,1,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-03-31,Demo United,Serbia,Demo United,Serbia,6,4,0,2,5,10,40.0,10,1,4,0.0,4,2,12,16.666666666666668,12,7,2,11,58.78616269716052,11,5,1,10,54.446808434589045,11,1,1,3,67.73763400681943,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-04-07,China,Demo United,Demo United,China,15,13,1,1,4,32,40.625,32,1,0,20.0,5,2,14,7.142857142857143,14,5,1,8,61.791888902568374,8,4,1,9,60.62046888892748,15,3,1,4,69.12212654695853,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-04-17,Demo United,Italy,Demo United,Italy,17,13,2,2,4,30,43.333333333333336,30,1,2,33.333333333333336,6,3,13,15.384615384615385,13,7,2,12,60.27305562075037,12,5,2,8,52.41433259770371,9,1,0,3,67.30534425887525,4,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-04-23,Brazil,Demo United,Demo United,Brazil,16,12,2,2,3,24,50.0,24,1,3,33.333333333333336,6,3,14,14.285714285714286,14,3,1,5,60.91096667527443,5,6,1,13,60.095600578074034,14,3,0,4,75.58853076297204,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-05-04,Demo United,Poland,Demo United,Poland,13,10,1,2,3,21,47.61904761904762,21,1,4,20.0,5,1,16,12.5,16,7,1,9,60.46703150809578,9,7,1,10,74.17835127020221,11,3,0,3,61.42429958167825,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-05-14,Japan,Demo United,Demo United,Japan,15,12,2,1,3,27,44.44444444444444,27,2,5,33.333333333333336,6,1,10,10.0,10,7,1,10,57.092514119521745,10,8,1,10,61.14166786021332,8,0,1,3,65.23128880275067,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-05-21,Demo United,Türkiye,Demo United,Türkiye,18,13,2,3,5,33,39.39393939393939,33,2,3,33.333333333333336,6,3,16,18.75,16,11,0,18,62.204338941157516,18,4,0,14,69.88154113885938,16,2,0,3,70.81625037792459,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-05-26,USA,Demo United,Demo United,USA,16,12,3,1,3,29,41.37931034482759,29,1,2,42.857142857142854,7,4,15,6.666666666666667,15,6,1,11,45.41529425433915,11,5,1,8,73.67195315364458,12,3,0,3,69.2896284183,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-06-07,Demo United,Serbia,Demo United,Serbia,12,9,1,2,2,21,42.857142857142854,21,2,3,20.0,5,2,17,11.764705882352942,17,10,1,16,54.6311018393027,16,8,1,10,74.31067500532703,5,1,0,3,67.96313464187176,1,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
demo-001,Demo Athlete,Outside Hitter,synthetic-vnl,2023,2023-06-15,China,Demo United,Demo United,China,17,10,4,3,0,22,45.45454545454545,22,1,1,50.0,8,2,14,21.428571428571427,14,4,0,9,58.89176257181698,9,8,1,6,69.98280011094893,10,3,0,2,67.47041836335049,3,True,synthetic_demo,generated://demo,2026-01-01T00:00:00+00:00
